,year,gameid,league,teamname,side,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,result
46,2022,8411-8411_game_2,LPL,Royal Never Give Up,Blue,LeBlanc,Zoe,Thresh,Corki,Jax,Jayce,Jarvan IV,Twisted Fate,Aphelios,Nautilus,0
47,2022,8411-8411_game_2,LPL,JD Gaming,Red,Caitlyn,Xin Zhao,Renekton,Camille,Gwen,Sion,Lee Sin,Viktor,Ziggs,Leona,1
48,2022,8411-8411_game_3,LPL,Royal Never Give Up,Blue,LeBlanc,Zoe,Twisted Fate,Graves,Gwen,Gragas,Viego,Corki,Aphelios,Nautilus,1
49,2022,8411-8411_game_3,LPL,JD Gaming,Red,Caitlyn,Xin Zhao,Renekton,Jayce,Thresh,Gangplank,Lee Sin,Viktor,Jhin,Leona,0
50,2022,8412-8412_game_1,LPL,ThunderTalk Gaming,Blue,Ryze,Corki,Caitlyn,Akali,Fiora,Camille,Lee Sin,Galio,Jinx,Nautilus,0
51,2022,8412-8412_game_1,LPL,EDward Gaming,Red,Renekton,Twisted Fate,Jarvan IV,LeBlanc,Vex,Gwen,Xin Zhao,Zoe,Aphelios,Thresh,1
52,2022,8412-8412_game_2,LPL,ThunderTalk Gaming,Blue,Ryze,Caitlyn,Lee Sin,Corki,Vex,Camille,Xin Zhao,Galio,Jinx,Lulu,0
53,2022,8412-8412_game_2,LPL,EDward Gaming,Red,Renekton,Twisted Fate,Nautilus,Ziggs,Rakan,Gwen,Olaf,Viktor,Aphelios,Thresh,1
54,2022,8413-8413_game_1,LPL,Top Esports,Blue,Xin Zhao,Twisted Fate,Thresh,LeBlanc,Gnar,Renekton,Nidalee,Sylas,Aphelios,Rakan,1
55,2022,8413-8413_game_1,LPL,Ultra Prime,Red,Caitlyn,Jinx,Jarvan IV,Vex,Nautilus,Jax,Lee Sin,Corki,Ziggs,Leona,0
56,2022,8413-8413_game_2,LPL,Top Esports,Blue,Xin Zhao,Twisted Fate,Aphelios,LeBlanc,Jax,Renekton,Nidalee,Viktor,Ezreal,Rakan,0
57,2022,8413-8413_game_2,LPL,Ultra Prime,Red,Caitlyn,Jinx,Jarvan IV,Xayah,Jhin,Ornn,Lee Sin,Corki,Kai'Sa,Leona,1
58,2022,8413-8413_game_3,LPL,Top Esports,Blue,Xin Zhao,Twisted Fate,Aphelios,Jhin,Kai'Sa,Gragas,Lee Sin,Corki,Ezreal,Braum,1
59,2022,8413-8413_game_3,LPL,Ultra Prime,Red,Jarvan IV,Caitlyn,Jinx,Gwen,Jayce,Graves,Rek'Sai,Viktor,Xayah,Leona,0
60,2022,8414-8414_game_1,LPL,Rare Atom,Blue,Lee Sin,Twisted Fate,Ryze,Rakan,Leona,Gwen,Rek'Sai,Corki,Jinx,Nautilus,1
61,2022,8414-8414_game_1,LPL,LNG Esports,Red,Renekton,Caitlyn,Thresh,Jayce,Kennen,Jax,Xin Zhao,Viktor,Aphelios,Lulu,0
62,2022,8414-8414_game_2,LPL,Rare Atom,Blue,Lee Sin,Twisted Fate,Ryze,Sylas,Vex,Jax,Jarvan IV,Corki,Aphelios,Braum,0
63,2022,8414-8414_game_2,LPL,LNG Esports,Red,Renekton,Rek'Sai,Caitlyn,Jayce,Kennen,Gwen,Xin Zhao,Viktor,Jinx,Thresh,1
64,2022,8414-8414_game_3,LPL,Rare Atom,Blue,Lee Sin,Xin Zhao,Ryze,Rakan,Irelia,Gwen,Qiyana,Vex,Jinx,Leona,0
65,2022,8414-8414_game_3,LPL,LNG Esports,Red,Renekton,Rek'Sai,Caitlyn,Viego,Nidalee,Jayce,Jarvan IV,Corki,Jhin,Nautilus,1
66,2022,8415-8415_game_1,LPL,Oh My God,Blue,Nidalee,LeBlanc,Aphelios,Xayah,Vex,Gragas,Talon,Corki,Samira,Rell,1
67,2022,8415-8415_game_1,LPL,Invictus Gaming,Red,Akali,Renekton,Jinx,Jarvan IV,Rumble,Gwen,Xin Zhao,Viktor,Vayne,Rakan,0
68,2022,8415-8415_game_2,LPL,Invictus Gaming,Blue,Akali,Jinx,Samira,Rell,Nautilus,Gwen,Lee Sin,Corki,Kai'Sa,Rakan,0
69,2022,8415-8415_game_2,LPL,Oh My God,Red,Nidalee,Aphelios,Caitlyn,Xayah,Draven,Gragas,Xin Zhao,Viktor,Ezreal,Yuumi,1
70,2022,8416-8416_game_1,LPL,Team WE,Blue,Lee Sin,LeBlanc,Aphelios,Vex,Syndra,Gwen,Xin Zhao,Ryze,Kai'Sa,Leona,0
71,2022,8416-8416_game_1,LPL,Victory Five,Red,Twisted Fate,Caitlyn,Jinx,Galio,Corki,Jax,Viego,Viktor,Jhin,Nautilus,1
72,2022,8416-8416_game_2,LPL,Team WE,Blue,Lee Sin,LeBlanc,Xin Zhao,Syndra,Viktor,Gragas,Talon,Orianna,Aphelios,Rakan,1
73,2022,8416-8416_game_2,LPL,Victory Five,Red,Twisted Fate,Caitlyn,Jarvan IV,Corki,Galio,Graves,Viego,Vex,Jinx,Nautilus,0
74,2022,8416-8416_game_3,LPL,Victory Five,Blue,Twisted Fate,Talon,Caitlyn,Rakan,Corki,Gragas,Jarvan IV,Zoe,Jinx,Thresh,1
75,2022,8416-8416_game_3,LPL,Team WE,Red,Lee Sin,Xin Zhao,LeBlanc,Syndra,Vex,Renekton,Nidalee,Viktor,Jhin,Leona,0
76,2022,8417-8417_game_1,LPL,Bilibili Gaming,Blue,Twisted Fate,Jarvan IV,Rakan,Vex,Graves,Gragas,Talon,Corki,Jhin,Leona,0
77,2022,8417-8417_game_1,LPL,Weibo Gaming,Red,Caitlyn,Lee Sin,Thresh,Xin Zhao,Tryndamere,Gwen,Zed,Viktor,Aphelios,Nautilus,1
78,2022,8417-8417_game_2,LPL,Weibo Gaming,Blue,Caitlyn,Tryndamere,Jinx,Jax,Jayce,Viktor,Lee Sin,Akali,Varus,Nautilus,0
79,2022,8417-8417_game_2,LPL,Bilibili Gaming,Red,Twisted Fate,Rakan,Aphelios,Graves,Vex,Gwen,Xin Zhao,LeBlanc,Jhin,Leona,1
80,2022,8417-8417_game_3,LPL,Bilibili Gaming,Blue,Twisted Fate,Rakan,Jarvan IV,Vex,Gwen,Camille,Viego,Zoe,Ziggs,Leona,1
81,2022,8417-8417_game_3,LPL,Weibo Gaming,Red,Caitlyn,Lee Sin,Thresh,Jayce,Tryndamere,Graves,Xin Zhao,LeBlanc,Aphelios,Yuumi,0
82,2022,8418-8418_game_1,LPL,ThunderTalk Gaming,Blue,Corki,Jhin,Jarvan IV,Syndra,LeBlanc,Graves,Talon,Zoe,Aphelios,Thresh,0
83,2022,8418-8418_game_1,LPL,Royal Never Give Up,Red,Twisted Fate,Renekton,Caitlyn,Lee Sin,Olaf,Jax,Xin Zhao,Vex,Jinx,Nautilus,1
84,2022,8418-8418_game_2,LPL,Royal Never Give Up,Blue,Talon,Thresh,Caitlyn,Jinx,Samira,Gwen,Olaf,Lucian,Aphelios,Leona,1
85,2022,8418-8418_game_2,LPL,ThunderTalk Gaming,Red,Jhin,Twisted Fate,Corki,Syndra,LeBlanc,Kennen,Diana,Renekton,Ezreal,Braum,0
86,2022,8419-8419_game_1,LPL,FunPlus Phoenix,Blue,Xin Zhao,Renekton,Corki,Nautilus,Leona,Graves,Viego,Ryze,Aphelios,Lulu,1
87,2022,8419-8419_game_1,LPL,Anyone's Legend,Red,Caitlyn,Thresh,Lee Sin,Jayce,Jax,Gwen,Jarvan IV,Zoe,Jinx,Rakan,0
88,2022,8419-8419_game_2,LPL,FunPlus Phoenix,Blue,Xin Zhao,Renekton,Corki,Twisted Fate,Camille,Jayce,Talon,Ryze,Aphelios,Lulu,1
89,2022,8419-8419_game_2,LPL,Anyone's Legend,Red,Caitlyn,Thresh,Lee Sin,Gwen,Jax,Graves,Viego,Zoe,Ziggs,Leona,0
90,2022,8420-8420_game_1,LPL,LGD Gaming,Blue,Zoe,LeBlanc,Twisted Fate,Gwen,Sion,Jayce,Viego,Corki,Ziggs,Leona,0
91,2022,8420-8420_game_1,LPL,JD Gaming,Red,Renekton,Talon,Akali,Jhin,Varus,Malphite,Xin Zhao,Viktor,Jinx,Lulu,1
92,2022,8420-8420_game_2,LPL,LGD Gaming,Blue,Zoe,LeBlanc,Twisted Fate,Gwen,Gangplank,Corki,Jarvan IV,Graves,Ziggs,Leona,0
93,2022,8420-8420_game_2,LPL,JD Gaming,Red,Renekton,Talon,Tryndamere,Jayce,Jhin,Kennen,Xin Zhao,Sylas,Jinx,Thresh,1
94,2022,8421-8421_game_1,LPL,Ultra Prime,Blue,Jinx,Karma,Caitlyn,Zoe,Gwen,Renekton,Lee Sin,Syndra,Kai'Sa,Nautilus,0
95,2022,8421-8421_game_1,LPL,EDward Gaming,Red,Corki,Twisted Fate,Aphelios,LeBlanc,Annie,Graves,Xin Zhao,Ryze,Jhin,Leona,1
96,2022,8421-8421_game_2,LPL,Ultra Prime,Blue,Karma,Caitlyn,Ryze,Graves,Gwen,Gragas,Jarvan IV,Syndra,Jinx,Leona,1
97,2022,8421-8421_game_2,LPL,EDward Gaming,Red,Corki,Twisted Fate,Thresh,Renekton,Orianna,Cho'Gath,Xin Zhao,Viktor,Aphelios,Lulu,0
98,2022,8421-8421_game_3,LPL,Ultra Prime,Blue,Ryze,Karma,Caitlyn,Graves,Zoe,Gwen,Jarvan IV,LeBlanc,Jinx,Alistar,0
99,2022,8421-8421_game_3,LPL,EDward Gaming,Red,Corki,Twisted Fate,Thresh,Renekton,Viktor,Gragas,Lee Sin,Sylas,Jhin,Leona,1
100,2022,8422-8422_game_1,LPL,Team WE,Blue,Lee Sin,Jarvan IV,Caitlyn,Vex,Graves,Gragas,Xin Zhao,Ryze,Aphelios,Lulu,1
101,2022,8422-8422_game_1,LPL,Top Esports,Red,Talon,Corki,Rakan,Twisted Fate,Gwen,Aatrox,Viego,LeBlanc,Jinx,Thresh,0
102,2022,8422-8422_game_2,LPL,Top Esports,Blue,Talon,Rakan,Xin Zhao,LeBlanc,Lulu,Renekton,Nidalee,Corki,Varus,Braum,1
103,2022,8422-8422_game_2,LPL,Team WE,Red,Lee Sin,Caitlyn,Jarvan IV,Jinx,Yuumi,Gragas,Viego,Viktor,Aphelios,Leona,0
104,2022,8422-8422_game_3,LPL,Team WE,Blue,Lee Sin,Caitlyn,Jarvan IV,Vex,Graves,Gragas,Viego,LeBlanc,Aphelios,Lulu,0
105,2022,8422-8422_game_3,LPL,Top Esports,Red,Talon,Corki,Rakan,Ryze,Twisted Fate,Sett,Xin Zhao,Viktor,Jinx,Nautilus,1
106,2022,8423-8423_game_1,LPL,LNG Esports,Blue,LeBlanc,Gwen,Nidalee,Rakan,Gragas,Jayce,Diana,Renekton,Jinx,Leona,1
107,2022,8423-8423_game_1,LPL,Invictus Gaming,Red,Lee Sin,Corki,Aphelios,Camille,Ziggs,Malphite,Xin Zhao,Viktor,Jhin,Taric,0
108,2022,8423-8423_game_2,LPL,Invictus Gaming,Blue,Renekton,Corki,Ryze,Jayce,Camille,Graves,Diana,Viktor,Samira,Nautilus,0
109,2022,8423-8423_game_2,LPL,LNG Esports,Red,Gwen,LeBlanc,Gragas,Xin Zhao,Nidalee,Jax,Lee Sin,Twisted Fate,Caitlyn,Alistar,1
110,2022,8424-8424_game_1,LPL,Rare Atom,Blue,LeBlanc,Lee Sin,Lucian,Xin Zhao,Viego,Gwen,Qiyana,Viktor,Jinx,Thresh,1
111,2022,8424-8424_game_1,LPL,Victory Five,Red,Renekton,Caitlyn,Twisted Fate,Rek'Sai,Jarvan IV,Gragas,Talon,Syndra,Aphelios,Nautilus,0
112,2022,8424-8424_game_2,LPL,Victory Five,Blue,Renekton,Rek'Sai,Twisted Fate,Corki,Nautilus,Graves,Jarvan IV,Viktor,Aphelios,Thresh,1
113,2022,8424-8424_game_2,LPL,Rare Atom,Red,LeBlanc,Caitlyn,Lee Sin,Syndra,Jayce,Gwen,Viego,Ryze,Jinx,Rakan,0
114,2022,8424-8424_game_3,LPL,Rare Atom,Blue,Jarvan IV,Lee Sin,Thresh,LeBlanc,Syndra,Jayce,Nidalee,Zoe,Jinx,Leona,0
115,2022,8424-8424_game_3,LPL,Victory Five,Red,Caitlyn,Gwen,Renekton,Rek'Sai,Corki,Gragas,Xin Zhao,Viktor,Aphelios,Rakan,1
116,2022,8425-8425_game_1,LPL,Oh My God,Blue,Zoe,Caitlyn,Aphelios,Gwen,Leona,Gragas,Talon,Corki,Ezreal,Nautilus,1
117,2022,8425-8425_game_1,LPL,Bilibili Gaming,Red,Samira,Jarvan IV,Jinx,Olaf,Yuumi,Graves,Xin Zhao,Viktor,Jhin,Karma,0
118,2022,8425-8425_game_2,LPL,Bilibili Gaming,Blue,Samira,Jarvan IV,Akali,Rumble,Gragas,Gwen,Trundle,Orianna,Aphelios,Thresh,1
119,2022,8425-8425_game_2,LPL,Oh My God,Red,Caitlyn,Zoe,Corki,LeBlanc,Azir,Gangplank,Xin Zhao,Viktor,Jinx,Nautilus,0
120,2022,8425-8425_game_3,LPL,Oh My God,Blue,Caitlyn,Gwen,Aphelios,LeBlanc,Camille,Sett,Talon,Corki,Ezreal,Braum,0
121,2022,8425-8425_game_3,LPL,Bilibili Gaming,Red,Samira,Jarvan IV,Gragas,Yuumi,Rumble,Akali,Viego,Vex,Jinx,Nautilus,1
122,2022,8426-8426_game_1,LPL,Ultra Prime,Blue,Talon,Ziggs,Renekton,Camille,Jayce,Gragas,Olaf,Corki,Caitlyn,Morgana,1
123,2022,8426-8426_game_1,LPL,LGD Gaming,Red,Twisted Fate,Jinx,Aphelios,Jarvan IV,Lee Sin,Gwen,Xin Zhao,Ekko,Varus,Rakan,0
124,2022,8426-8426_game_2,LPL,LGD Gaming,Blue,Twisted Fate,Aphelios,Caitlyn,Jarvan IV,Olaf,Ornn,Xin Zhao,LeBlanc,Jinx,Nautilus,1
125,2022,8426-8426_game_2,LPL,Ultra Prime,Red,Ziggs,Talon,Renekton,Camille,Jayce,Gragas,Lee Sin,Corki,Jhin,Leona,0
126,2022,8426-8426_game_3,LPL,Ultra Prime,Blue,Talon,Ziggs,Xin Zhao,LeBlanc,Nidalee,Gragas,Lee Sin,Corki,Caitlyn,Lux,1
127,2022,8426-8426_game_3,LPL,LGD Gaming,Red,Twisted Fate,Jinx,Aphelios,Jarvan IV,Olaf,Camille,Diana,Renekton,Jhin,Karma,0
128,2022,8427-8427_game_1,LPL,Anyone's Legend,Blue,LeBlanc,Twisted Fate,Caitlyn,Lucian,Jayce,Gwen,Xin Zhao,Corki,Jinx,Leona,1
129,2022,8427-8427_game_1,LPL,Royal Never Give Up,Red,Zoe,Renekton,Graves,Gragas,Braum,Jax,Diana,Tryndamere,Aphelios,Nautilus,0
130,2022,8427-8427_game_2,LPL,Anyone's Legend,Blue,LeBlanc,Twisted Fate,Caitlyn,Jayce,Akshan,Graves,Xin Zhao,Ryze,Jinx,Nautilus,0
131,2022,8427-8427_game_2,LPL,Royal Never Give Up,Red,Zoe,Renekton,Corki,Gwen,Gragas,Jax,Jarvan IV,Viktor,Aphelios,Thresh,1
132,2022,8427-8427_game_3,LPL,Anyone's Legend,Blue,LeBlanc,Twisted Fate,Karma,Akshan,Jax,Graves,Xin Zhao,Corki,Jinx,Braum,0
133,2022,8427-8427_game_3,LPL,Royal Never Give Up,Red,Zoe,Renekton,Caitlyn,Gragas,Gwen,Camille,Viego,Vex,Aphelios,Nautilus,1
134,2022,8428-8428_game_1,LPL,Weibo Gaming,Blue,Renekton,Karma,Thresh,Jayce,LeBlanc,Gwen,Kha'Zix,Syndra,Caitlyn,Nautilus,1
135,2022,8428-8428_game_1,LPL,ThunderTalk Gaming,Red,Corki,Twisted Fate,Jarvan IV,Zed,Talon,Graves,Xin Zhao,Galio,Aphelios,Lux,0
136,2022,8428-8428_game_2,LPL,Weibo Gaming,Blue,Renekton,Karma,Thresh,Camille,Graves,Gragas,Jarvan IV,Viktor,Aphelios,Lulu,0
137,2022,8428-8428_game_2,LPL,ThunderTalk Gaming,Red,Gwen,Caitlyn,Twisted Fate,Corki,Syndra,Gangplank,Xin Zhao,Galio,Jinx,Yuumi,1
138,2022,8428-8428_game_3,LPL,Weibo Gaming,Blue,Renekton,Karma,Thresh,Graves,Galio,Gragas,Xin Zhao,Viktor,Caitlyn,Lux,1
139,2022,8428-8428_game_3,LPL,ThunderTalk Gaming,Red,Gwen,Jarvan IV,Twisted Fate,Corki,Syndra,Ornn,Lee Sin,Zoe,Jinx,Yuumi,0
140,2022,8429-8429_game_1,LPL,LNG Esports,Blue,Talon,Rakan,Corki,Jayce,LeBlanc,Gwen,Xin Zhao,Ryze,Aphelios,Thresh,1
141,2022,8429-8429_game_1,LPL,Team WE,Red,Lee Sin,Renekton,Caitlyn,Kennen,Sylas,Jax,Viego,Twisted Fate,Jinx,Lulu,0
142,2022,8429-8429_game_2,LPL,LNG Esports,Blue,Talon,Rakan,Corki,Jayce,Gwen,Camille,Xin Zhao,Galio,Jinx,Lulu,1
143,2022,8429-8429_game_2,LPL,Team WE,Red,Lee Sin,Renekton,Caitlyn,Twisted Fate,Akali,Gragas,Viego,Ryze,Aphelios,Thresh,0
144,2022,8430-8430_game_1,LPL,FunPlus Phoenix,Blue,LeBlanc,Zoe,Jhin,Xin Zhao,Lee Sin,Graves,Viego,Galio,Aphelios,Thresh,1
145,2022,8430-8430_game_1,LPL,JD Gaming,Red,Renekton,Corki,Caitlyn,Jayce,Diana,Kennen,Jarvan IV,Ryze,Jinx,Lulu,0
146,2022,8430-8430_game_2,LPL,FunPlus Phoenix,Blue,LeBlanc,Zoe,Jayce,Twisted Fate,Galio,Gwen,Diana,Yasuo,Caitlyn,Lux,0
147,2022,8430-8430_game_2,LPL,JD Gaming,Red,Thresh,Renekton,Corki,Ryze,Graves,Jax,Xin Zhao,Viktor,Jhin,Karma,1
148,2022,8430-8430_game_3,LPL,JD Gaming,Blue,Thresh,Caitlyn,Renekton,Sylas,Jayce,Kennen,Rek'Sai,Corki,Aphelios,Nautilus,1
149,2022,8430-8430_game_3,LPL,FunPlus Phoenix,Red,LeBlanc,Zoe,Xin Zhao,Gragas,Sion,Gwen,Lee Sin,Ryze,Jinx,Leona,0
150,2022,8431-8431_game_1,LPL,EDward Gaming,Blue,Samira,Gragas,Corki,Rumble,Nautilus,Gwen,Jarvan IV,Twisted Fate,Ezreal,Karma,1
151,2022,8431-8431_game_1,LPL,Oh My God,Red,Lee Sin,Caitlyn,Thresh,Aphelios,Yuumi,Graves,Xin Zhao,Akali,Jinx,Lulu,0
152,2022,8431-8431_game_2,LPL,EDward Gaming,Blue,Samira,Corki,Gragas,Rumble,Jarvan IV,Ornn,Lee Sin,Syndra,Aphelios,Thresh,1
153,2022,8431-8431_game_2,LPL,Oh My God,Red,Caitlyn,Gwen,Karma,Akali,LeBlanc,Renekton,Rek'Sai,Viktor,Jinx,Nautilus,0
154,2022,8432-8432_game_1,LPL,Weibo Gaming,Blue,Renekton,LeBlanc,Tryndamere,Jayce,Lulu,Gwen,Trundle,Corki,Xayah,Rakan,1
155,2022,8432-8432_game_1,LPL,Anyone's Legend,Red,Twisted Fate,Caitlyn,Aphelios,Karma,Ezreal,Kennen,Xin Zhao,Viktor,Jinx,Nautilus,0
156,2022,8432-8432_game_2,LPL,Weibo Gaming,Blue,Renekton,LeBlanc,Tryndamere,Camille,Malphite,Jayce,Trundle,Corki,Xayah,Rakan,1
157,2022,8432-8432_game_2,LPL,Anyone's Legend,Red,Twisted Fate,Caitlyn,Gwen,Gragas,Jarvan IV,Graves,Xin Zhao,Vex,Aphelios,Nautilus,0
